Record,Element,Radionuclide,Common name,Latin name,Compartment,CR,Uncert._CR,N_CR,Min_CR,Max_CR,C_plant,Uncert._C_plant,N_plant,C_soil,Uncert._C_soil,N_soil,Country,Site,K-G class,Contamination,Experiment,Year,Growth stage,Dry fraction,Preparation,Soil depth,Texture,Sand,Silt,Clay,OM,Exch. K,Exch. Ca,Exch. Mg,CEC,pH,QC meas.,QC sampl.,QC equip.,Reference
4117,Zn,,Yam,,Tubers,,,,,,2.90E+01,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.11,,0-10,,,,,,,,,,,1,1,1,39
4118,Zn,,Yam,,Tubers,,,,,,3.60E+01,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
4119,Zn,,Yam,,Tubers,,,,,,3.70E+01,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
4120,Zn,,Yam,,Tubers,,,,,,3.90E+01,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
4121,Ra,Ra-226,,Allium cepa,Whole plant,4.50E-02,,,,,7.00E-01,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4122,Th,Th-232,,Allium cepa,Whole plant,1.20E-01,,,,,3.10E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4123,Th,Th-228,,Allium cepa,Whole plant,1.80E-01,,,,,6.10E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4124,K,K-40,,Allium cepa,Whole plant,3.00E-01,,,,,9.60E+01,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4125,Cs,Cs-137,,Allium cepa,Whole plant,4.10E-02,,,,,8.00E-02,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4126,Ra,Ra-226,,Amaranthus spinosus,Whole plant,5.20E-02,,,,,1.40E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4127,Th,Th-232,,Amaranthus spinosus,Whole plant,9.00E-02,,,,,4.40E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4128,Th,Th-228,,Amaranthus spinosus,Whole plant,1.40E-01,,,,,8.10E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4129,K,K-40,,Amaranthus spinosus,Whole plant,3.00E-01,,,,,1.80E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4130,Cs,Cs-137,,Amaranthus spinosus,Whole plant,5.30E-02,,,,,2.40E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4131,Ra,Ra-226,,Chenopodium album,Whole plant,5.40E-02,,,,,1.50E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4132,Th,Th-232,,Chenopodium album,Whole plant,7.90E-02,,,,,4.60E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4133,Th,Th-228,,Chenopodium album,Whole plant,1.20E-01,,,,,9.20E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4134,K,K-40,,Chenopodium album,Whole plant,3.20E-01,,,,,2.10E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4135,Cs,Cs-137,,Chenopodium album,Whole plant,4.70E-02,,,,,1.50E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4136,Ra,Ra-226,,Cynodon dactylon,Whole plant,7.50E-02,,,,,1.60E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4137,Th,Th-232,,Cynodon dactylon,Whole plant,7.80E-02,,,,,2.90E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4138,Th,Th-228,,Cynodon dactylon,Whole plant,1.40E-01,,,,,6.30E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4139,K,K-40,,Cynodon dactylon,Whole plant,2.70E-01,,,,,1.10E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4140,Cs,Cs-137,,Cynodon dactylon,Whole plant,6.30E-02,,,,,3.20E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4141,Ra,Ra-226,,Cyperus rotundus,Whole plant,7.80E-02,,,,,1.50E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4142,Th,Th-232,,Cyperus rotundus,Whole plant,7.30E-02,,,,,2.50E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4143,Th,Th-228,,Cyperus rotundus,Whole plant,1.40E-01,,,,,6.00E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4144,K,K-40,,Cyperus rotundus,Whole plant,2.70E-01,,,,,7.40E+01,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4145,Cs,Cs-137,,Cyperus rotundus,Whole plant,,,,,,<0.0545,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4146,Ra,Ra-226,,Echinochloa crus-galli,Whole plant,4.20E-02,,,,,1.00E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4147,Th,Th-232,,Echinochloa crus-galli,Whole plant,6.70E-02,,,,,2.60E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4148,Th,Th-228,,Echinochloa crus-galli,Whole plant,1.30E-01,,,,,6.80E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4149,K,K-40,,Echinochloa crus-galli,Whole plant,2.70E-01,,,,,1.20E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4150,Cs,Cs-137,,Echinochloa crus-galli,Whole plant,6.30E-02,,,,,2.30E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4151,Ra,Ra-226,,Eleusine indica,Whole plant,3.80E-02,,,,,1.00E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4152,Th,Th-232,,Eleusine indica,Whole plant,1.20E-01,,,,,5.20E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4153,Th,Th-228,,Eleusine indica,Whole plant,1.20E-01,,,,,6.50E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4154,K,K-40,,Eleusine indica,Whole plant,2.40E-01,,,,,1.50E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4155,Cs,Cs-137,,Eleusine indica,Whole plant,7.50E-02,,,,,1.70E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4156,Ra,Ra-226,,Mimosa pudica,Whole plant,5.60E-02,,,,,1.30E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4157,Th,Th-232,,Mimosa pudica,Whole plant,8.40E-02,,,,,3.70E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4158,Th,Th-228,,Mimosa pudica,Whole plant,1.10E-01,,,,,6.50E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4159,K,K-40,,Mimosa pudica,Whole plant,2.70E-01,,,,,1.50E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4160,Cs,Cs-137,,Mimosa pudica,Whole plant,,,,,,<0.0545,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4161,Ra,Ra-226,,Murdannia nudiflora,Whole plant,6.90E-02,,,,,1.40E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4162,Th,Th-232,,Murdannia nudiflora,Whole plant,1.00E-01,,,,,4.70E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4163,Th,Th-228,,Murdannia nudiflora,Whole plant,1.50E-01,,,,,7.50E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4164,K,K-40,,Murdannia nudiflora,Whole plant,2.60E-01,,,,,1.40E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4165,Cs,Cs-137,,Murdannia nudiflora,Whole plant,3.40E-02,,,,,5.00E-02,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4166,Ra,Ra-226,,Portulaca oleracea,Whole plant,5.80E-02,,,,,1.20E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4167,Th,Th-232,,Portulaca oleracea,Whole plant,7.90E-02,,,,,3.10E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4168,Th,Th-228,,Portulaca oleracea,Whole plant,1.40E-01,,,,,7.10E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4169,K,K-40,,Portulaca oleracea,Whole plant,2.60E-01,,,,,1.30E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4170,Cs,Cs-137,,Portulaca oleracea,Whole plant,6.20E-02,,,,,1.30E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4171,Ra,Ra-226,,Acalypha indica,Leaves,5.50E-02,,,,,9.10E-01,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4172,Th,Th-232,,Acalypha indica,Leaves,8.90E-02,,,,,3.00E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4173,Th,Th-228,,Acalypha indica,Leaves,1.20E-01,,,,,5.30E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4174,K,K-40,,Acalypha indica,Leaves,2.70E-01,,,,,9.30E+01,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4175,Cs,Cs-137,,Acalypha indica,Leaves,7.50E-02,,,,,1.80E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4176,Ra,Ra-226,,Acalypha indica,Branches,6.30E-02,,,,,1.10E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4177,Th,Th-232,,Acalypha indica,Branches,9.80E-02,,,,,3.30E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4178,Th,Th-228,,Acalypha indica,Branches,1.50E-01,,,,,6.60E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4179,K,K-40,,Acalypha indica,Branches,2.70E-01,,,,,9.50E+01,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4180,Cs,Cs-137,,Acalypha indica,Branches,7.50E-02,,,,,1.80E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4181,Ra,Ra-226,,Bacopa monnieri,Leaves,4.80E-02,,,,,1.00E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4182,Th,Th-232,,Bacopa monnieri,Leaves,1.00E-01,,,,,2.70E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4183,Th,Th-228,,Bacopa monnieri,Leaves,1.30E-01,,,,,4.50E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4184,K,K-40,,Bacopa monnieri,Leaves,2.40E-01,,,,,9.00E+01,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4185,Cs,Cs-137,,Bacopa monnieri,Leaves,,,,,,<0.0545,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4186,Ra,Ra-226,,Bacopa monnieri,Branches,7.40E-02,,,,,1.60E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4187,Th,Th-232,,Bacopa monnieri,Branches,1.10E-01,,,,,2.90E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4188,Th,Th-228,,Bacopa monnieri,Branches,1.40E-01,,,,,5.00E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4189,K,K-40,,Bacopa monnieri,Branches,2.50E-01,,,,,9.40E+01,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4190,Cs,Cs-137,,Bacopa monnieri,Branches,,,,,,<0.0545,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4191,Ra,Ra-226,,Lantana camara,Leaves,6.10E-02,,,,,1.30E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4192,Th,Th-232,,Lantana camara,Leaves,1.00E-01,,,,,3.70E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4193,Th,Th-228,,Lantana camara,Leaves,1.30E-01,,,,,7.10E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4194,K,K-40,,Lantana camara,Leaves,3.70E-02,,,,,9.20E+01,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4195,Cs,Cs-137,,Lantana camara,Leaves,,,,,,<0.0545,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4196,Ra,Ra-226,,Lantana camara,Branches,7.00E-02,,,,,1.40E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4197,Th,Th-232,,Lantana camara,Branches,1.10E-01,,,,,4.00E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4198,Th,Th-228,,Lantana camara,Branches,1.40E-01,,,,,7.80E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4199,K,K-40,,Lantana camara,Branches,3.20E-01,,,,,9.60E+01,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4200,Cs,Cs-137,,Lantana camara,Branches,,,,,,<0.0545,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4201,Ra,Ra-226,,Solanum nigrum,Leaves,5.60E-02,,,,,1.40E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4202,Th,Th-232,,Solanum nigrum,Leaves,6.40E-02,,,,,2.30E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4203,Th,Th-228,,Solanum nigrum,Leaves,1.10E-01,,,,,6.00E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4204,K,K-40,,Solanum nigrum,Leaves,2.30E-01,,,,,1.00E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4205,Cs,Cs-137,,Solanum nigrum,Leaves,7.00E-02,,,,,2.20E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4206,Ra,Ra-226,,Solanum nigrum,Branches,4.50E-02,,,,,1.10E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4207,Th,Th-232,,Solanum nigrum,Branches,8.50E-02,,,,,3.00E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4208,Th,Th-228,,Solanum nigrum,Branches,8.50E-02,,,,,4.60E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4209,K,K-40,,Solanum nigrum,Branches,2.40E-01,,,,,1.10E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4210,Cs,Cs-137,,Solanum nigrum,Branches,6.40E-02,,,,,2.00E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4211,Ra,Ra-226,,Synedrella nodiflora,Leaves,5.30E-02,,,,,1.40E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4212,Th,Th-232,,Synedrella nodiflora,Leaves,8.80E-02,,,,,2.90E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4213,Th,Th-228,,Synedrella nodiflora,Leaves,1.50E-01,,,,,7.50E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4214,K,K-40,,Synedrella nodiflora,Leaves,2.80E-01,,,,,1.20E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4215,Cs,Cs-137,,Synedrella nodiflora,Leaves,4.00E-02,,,,,1.10E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4216,Ra,Ra-226,,Synedrella nodiflora,Branches,6.10E-02,,,,,1.50E+00,,,2.20E+01,3.80E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4217,Th,Th-232,,Synedrella nodiflora,Branches,9.30E-02,,,,,3.00E+00,,,3.80E+01,8.10E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4218,Th,Th-228,,Synedrella nodiflora,Branches,1.70E-01,,,,,8.10E+00,,,5.00E+01,9.70E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4219,K,K-40,,Synedrella nodiflora,Branches,2.90E-01,,,,,1.30E+02,,,4.50E+02,1.20E+02,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,N,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4220,Cs,Cs-137,,Synedrella nodiflora,Branches,5.50E-02,,,,,1.50E-01,,,2.40E+00,1.30E+00,15,Bangladesh,"Chittagong City, Chittagong District, Chittagong Division",Am,NU,F,,V,,Washed,0-20,Sand,,,,,,,,,,1,1,1,40
4221,K,K-40,Maize,Zea mays,Grains,1.50E-01,,,,,1.80E+01,,,1.20E+02,,,Nigeria,Delta State,Aw,N,F,,,,,,,,,,,,,,,,0.5,0.5,1,41
